timestamp,cooling_load_tons,chilled_water_supply_temp_c,chilled_water_return_temp_c,chilled_water_flow_rate_gpm,outdoor_ambient_temp_c,outdoor_humidity_pct,condenser_water_temp_c,condenser_pressure_kpa,power_consumption_kw,operational_fault_flag,fault_description
2026-03-03 12:45:00,558.7,6.22,11.93,1364.1,31.6,40.2,36.0,1096.8,338.13,0,Normal
2026-03-03 13:00:00,543.9,7.26,13.36,1290.2,28.4,47.3,33.1,1036.3,317.44,0,Normal
2026-03-03 13:15:00,546.6,6.99,13.15,1324.2,29.5,43.5,36.0,1063.9,334.99,0,Normal
2026-03-03 13:30:00,550.9,7.08,12.47,1335.7,29.1,44.4,35.3,1045.6,338.08,0,Normal
2026-03-03 13:45:00,518.0,6.54,12.37,1259.4,28.6,49.4,34.5,1057.5,316.62,0,Normal
2026-03-03 14:00:00,545.6,6.65,12.82,1267.0,32.0,52.6,36.0,1097.7,331.35,0,Normal
2026-03-03 14:15:00,558.7,6.2,12.07,1366.1,29.7,48.5,35.0,1056.2,349.13,0,Normal
2026-03-03 14:30:00,503.6,6.52,12.51,1194.3,26.9,50.4,33.7,1029.2,297.77,0,Normal
2026-03-03 14:45:00,553.5,6.87,12.87,1319.4,29.8,56.8,36.0,1102.4,340.56,0,Normal
2026-03-03 15:00:00,516.6,7.15,13.07,1305.8,31.2,51.8,35.3,1088.1,320.38,0,Normal
2026-03-03 15:15:00,517.2,6.31,12.08,1248.8,29.2,62.2,36.0,1091.9,316.74,0,Normal
2026-03-03 15:30:00,461.8,6.57,11.99,1098.7,24.9,55.1,32.8,1036.2,269.15,0,Normal
2026-03-03 15:45:00,485.8,6.65,12.14,1110.8,26.0,46.8,32.6,1003.4,291.68,0,Normal
2026-03-03 16:00:00,422.7,6.21,12.03,1049.2,28.2,58.0,34.6,1058.2,251.47,0,Normal
2026-03-03 16:15:00,457.3,6.91,12.63,1063.8,24.7,57.7,34.3,1082.9,272.71,0,Normal
2026-03-03 16:30:00,423.8,6.45,12.06,992.0,25.9,62.5,34.2,1055.7,261.12,0,Normal
2026-03-03 16:45:00,417.4,6.63,12.16,993.5,25.9,61.3,33.5,1041.6,266.11,0,Normal
2026-03-03 17:00:00,357.9,6.54,11.98,894.4,22.8,59.3,32.5,1053.8,216.3,0,Normal
2026-03-03 17:15:00,348.3,6.42,12.18,855.4,23.6,56.2,33.1,1010.2,211.59,0,Normal
2026-03-03 17:30:00,368.9,6.7,12.15,881.3,18.2,61.6,30.2,981.1,214.39,0,Normal
2026-03-03 17:45:00,313.3,6.62,11.72,759.6,21.0,60.3,31.4,1019.2,173.21,0,Normal
2026-03-03 18:00:00,331.6,6.57,12.22,780.8,21.6,62.7,34.4,1055.4,202.14,0,Normal
2026-03-03 18:15:00,285.8,6.45,11.77,689.5,19.6,68.7,31.6,1012.6,166.66,0,Normal
2026-03-03 18:30:00,341.2,6.81,12.3,820.7,23.3,74.3,34.2,1040.3,208.21,0,Normal
2026-03-03 18:45:00,289.2,7.28,13.06,718.3,18.2,70.5,31.5,987.7,167.55,0,Normal
2026-03-03 19:00:00,333.8,6.75,12.21,825.3,19.1,65.4,31.5,1003.2,196.79,0,Normal
2026-03-03 19:15:00,335.6,7.05,12.59,817.9,19.5,73.2,33.1,1043.9,196.05,0,Normal
2026-03-03 19:30:00,302.6,6.21,11.32,717.1,20.9,77.4,34.4,1075.6,184.82,0,Normal
2026-03-03 19:45:00,334.6,6.76,12.17,821.5,16.1,71.4,30.7,1003.7,182.07,0,Normal
2026-03-03 20:00:00,326.5,6.32,11.92,781.3,19.5,74.5,31.7,1001.4,188.81,0,Normal
2026-03-03 20:15:00,306.5,6.18,11.21,708.6,17.3,76.2,32.9,1045.1,194.14,0,Normal
2026-03-03 20:30:00,294.8,6.44,17.64,339.6,15.4,74.0,30.8,976.1,172.55,1,flow_choke
2026-03-03 20:45:00,270.9,7.12,12.48,652.4,17.1,80.8,33.5,1054.6,160.92,0,Normal
2026-03-03 21:00:00,328.7,7.03,12.5,811.7,16.3,78.7,29.8,964.4,200.49,0,Normal
2026-03-03 21:15:00,280.9,6.79,12.41,669.5,15.0,81.7,31.4,1002.7,151.91,0,Normal
2026-03-03 21:30:00,322.4,6.16,11.69,743.5,15.4,77.3,32.6,1028.0,182.94,0,Normal
2026-03-03 21:45:00,313.4,6.63,12.43,753.6,15.0,79.9,30.9,959.4,194.2,0,Normal
2026-03-03 22:00:00,337.0,6.81,12.03,811.6,15.0,85.2,31.4,977.9,195.46,0,Normal
2026-03-03 22:15:00,312.4,6.76,12.22,754.5,15.4,81.4,31.7,1002.4,179.81,0,Normal
2026-03-03 22:30:00,311.8,6.05,11.5,771.2,16.5,90.4,32.2,987.4,175.1,0,Normal
2026-03-03 22:45:00,338.3,6.39,11.6,837.4,15.0,82.3,31.1,1000.9,199.77,0,Normal
2026-03-03 23:00:00,328.4,6.68,12.37,773.2,17.0,85.2,32.2,1025.2,197.07,0,Normal
2026-03-03 23:15:00,327.9,6.89,12.92,771.6,15.0,88.3,31.3,998.2,180.65,0,Normal
2026-03-03 23:30:00,331.7,5.93,11.39,770.2,15.0,79.2,32.1,992.6,195.31,0,Normal
2026-03-03 23:45:00,281.6,6.64,12.13,693.3,15.0,77.9,31.4,1014.8,160.66,0,Normal
2026-03-04 00:00:00,338.9,6.75,12.25,849.6,15.0,78.9,31.3,1022.7,198.06,0,Normal
2026-03-04 00:15:00,335.3,7.0,12.29,796.9,15.0,90.0,32.6,1023.1,188.08,0,Normal
2026-03-04 00:30:00,294.6,6.94,11.88,701.0,15.0,82.6,31.1,997.3,179.62,0,Normal
2026-03-04 00:45:00,313.9,6.9,18.75,422.8,15.0,94.8,31.7,1005.0,189.68,1,flow_choke
2026-03-04 01:00:00,319.0,6.42,11.51,778.3,15.0,82.1,30.8,990.9,181.33,0,Normal
2026-03-04 01:15:00,316.6,6.03,11.89,770.8,15.2,84.7,31.6,998.2,184.31,0,Normal
2026-03-04 01:30:00,328.3,6.56,11.99,758.3,15.0,89.6,31.1,987.6,188.81,0,Normal
2026-03-04 01:45:00,355.8,7.05,12.48,870.9,15.0,91.0,31.6,1013.6,199.74,0,Normal
2026-03-04 02:00:00,347.0,7.19,12.9,809.7,16.0,90.6,32.0,1043.8,198.13,0,Normal
2026-03-04 02:15:00,287.2,6.95,12.04,660.9,15.4,86.5,33.5,1020.2,169.02,0,Normal
2026-03-04 02:30:00,335.6,6.85,12.13,796.7,16.5,85.0,30.0,963.3,203.06,0,Normal
2026-03-04 02:45:00,353.2,6.83,19.16,369.0,16.6,82.4,31.9,988.1,213.52,1,flow_choke
2026-03-04 03:00:00,329.7,6.51,12.22,785.7,15.0,82.3,32.7,1047.2,202.89,0,Normal
2026-03-04 03:15:00,347.3,6.65,12.27,797.4,15.6,76.0,31.2,981.5,203.83,0,Normal
2026-03-04 03:30:00,370.3,7.28,12.89,912.7,17.9,73.9,32.6,999.1,207.73,0,Normal
2026-03-04 03:45:00,345.6,6.37,11.88,857.6,18.2,76.1,32.4,1025.2,203.87,0,Normal
2026-03-04 04:00:00,326.2,7.27,12.82,734.3,17.7,74.3,31.4,1020.9,358.84,1,power_surge
2026-03-04 04:15:00,346.1,6.59,12.13,855.2,18.4,72.0,30.3,797.3,336.56,1,refrigerant_leak
2026-03-04 04:30:00,323.6,7.16,12.35,756.4,20.7,75.4,33.5,844.7,312.12,1,refrigerant_leak
2026-03-04 04:45:00,320.6,6.21,11.66,790.9,18.4,75.3,31.7,1007.1,206.59,0,Normal
2026-03-04 05:00:00,311.2,6.91,12.06,745.2,20.6,70.5,32.3,1035.3,190.77,0,Normal
2026-03-04 05:15:00,359.1,6.44,11.98,862.5,20.0,74.8,32.6,1007.9,224.02,0,Normal
2026-03-04 05:30:00,299.5,6.2,11.48,714.3,20.6,63.0,33.7,1042.7,182.56,0,Normal
2026-03-04 05:45:00,358.3,6.78,12.93,890.2,23.1,65.5,35.6,1077.7,227.98,0,Normal
2026-03-04 06:00:00,332.5,7.05,12.51,767.0,23.2,62.1,33.6,1024.9,192.31,0,Normal
2026-03-04 06:15:00,302.0,6.4,11.46,740.0,23.8,56.2,32.8,1020.8,185.94,0,Normal
2026-03-04 06:30:00,363.1,6.18,11.67,899.0,25.1,62.1,33.3,1052.6,223.33,0,Normal
2026-03-04 06:45:00,318.2,6.67,12.23,781.6,23.7,60.6,33.9,894.3,318.58,1,refrigerant_leak
2026-03-04 07:00:00,402.9,6.67,12.69,1025.2,25.2,65.9,36.0,1103.7,260.07,0,Normal
2026-03-04 07:15:00,425.7,6.89,12.4,1008.5,24.3,61.1,33.6,1044.8,249.88,0,Normal
2026-03-04 07:30:00,404.7,7.03,12.25,995.2,25.7,53.2,31.9,1014.5,233.91,0,Normal
2026-03-04 07:45:00,438.1,6.68,12.56,1048.7,25.6,63.6,35.1,1063.2,268.78,0,Normal
2026-03-04 08:00:00,498.9,7.35,20.56,456.9,26.4,59.9,35.5,1077.7,295.52,1,flow_choke
2026-03-04 08:15:00,451.8,6.78,12.37,1084.1,27.6,56.2,33.7,1046.5,272.2,0,Normal
2026-03-04 08:30:00,451.8,6.58,12.22,1074.6,25.9,51.9,34.0,919.1,394.64,1,refrigerant_leak
2026-03-04 08:45:00,528.5,6.14,11.98,1301.0,30.7,48.0,36.0,1098.8,338.06,0,Normal
2026-03-04 09:00:00,552.9,6.61,12.69,1314.7,26.5,49.4,33.8,1045.0,332.82,0,Normal
2026-03-04 09:15:00,515.6,6.58,12.24,1202.1,26.6,54.3,33.7,1038.2,305.3,0,Normal
2026-03-04 09:30:00,551.6,7.04,12.87,1310.8,30.5,56.7,36.0,1141.4,333.19,0,Normal
2026-03-04 09:45:00,569.7,6.86,12.8,1382.8,30.3,54.5,35.7,1100.2,348.36,0,Normal
2026-03-04 10:00:00,526.6,6.29,12.18,1298.7,30.3,45.7,34.1,1059.4,324.86,0,Normal
2026-03-04 10:15:00,541.1,6.76,12.67,1301.3,30.6,42.6,33.5,1037.2,327.65,0,Normal
2026-03-04 10:30:00,591.0,6.94,13.03,1451.3,29.8,47.1,36.0,1087.2,359.02,0,Normal
2026-03-04 10:45:00,608.3,7.23,13.46,1426.0,28.7,39.0,34.5,1060.4,359.44,0,Normal
2026-03-04 11:00:00,585.2,7.01,13.08,1393.4,30.3,47.0,35.5,1087.1,363.37,0,Normal
2026-03-04 11:15:00,553.0,6.97,12.99,1320.0,29.3,44.8,34.4,1031.9,327.91,0,Normal
2026-03-04 11:30:00,627.5,6.72,12.38,1503.0,31.9,43.3,35.4,1057.4,385.55,0,Normal
2026-03-04 11:45:00,566.2,6.84,12.78,1360.9,30.3,38.7,33.9,1038.2,340.48,0,Normal
2026-03-04 12:00:00,571.6,7.14,13.2,1389.2,29.3,47.1,34.6,1066.7,347.37,0,Normal
2026-03-04 12:15:00,588.0,6.23,12.39,1400.1,30.0,42.9,33.2,1031.0,359.39,0,Normal
2026-03-04 12:30:00,616.6,6.58,12.44,1483.4,31.0,40.5,34.6,1086.5,365.04,0,Normal
2026-03-04 12:45:00,596.4,6.43,12.26,1430.1,29.5,33.9,33.7,1023.0,461.42,1,power_surge
2026-03-04 13:00:00,581.5,6.83,12.65,1372.5,29.0,45.6,35.2,1065.0,350.7,0,Normal
2026-03-04 13:15:00,577.8,7.13,13.22,1383.8,30.4,53.2,35.9,1114.8,369.52,0,Normal
2026-03-04 13:30:00,561.3,6.49,12.67,1343.5,30.2,53.2,36.0,1096.0,364.64,0,Normal
2026-03-04 13:45:00,567.1,5.86,11.7,1357.0,28.9,45.2,35.7,1100.5,368.26,0,Normal
2026-03-04 14:00:00,481.9,6.56,12.55,1157.4,28.7,45.3,35.4,1111.1,294.77,0,Normal
2026-03-04 14:15:00,528.8,7.02,12.91,1270.9,29.4,50.2,35.6,1075.7,309.99,0,Normal
2026-03-04 14:30:00,532.3,6.89,12.72,1266.7,26.6,45.1,33.6,1040.4,298.97,0,Normal
2026-03-04 14:45:00,486.7,6.85,12.57,1199.9,26.3,51.2,33.1,1028.3,283.91,0,Normal
2026-03-04 15:00:00,513.5,6.6,12.62,1203.2,26.9,53.9,40.0,1307.6,398.57,1,condenser_fouling
2026-03-04 15:15:00,486.3,6.25,12.11,1149.1,27.3,56.7,36.0,1089.3,313.31,0,Normal
2026-03-04 15:30:00,522.2,6.88,13.29,1322.7,27.6,52.4,34.9,1083.7,324.53,0,Normal
2026-03-04 15:45:00,503.8,6.41,12.0,1183.1,28.9,53.1,36.0,1102.1,314.93,0,Normal
2026-03-04 16:00:00,438.4,7.46,13.27,1018.2,27.5,51.5,33.3,1045.0,432.44,1,power_surge
2026-03-04 16:15:00,431.2,6.9,12.43,1053.3,25.5,52.8,32.8,1019.3,246.76,0,Normal
2026-03-04 16:30:00,417.6,6.5,11.91,950.4,25.2,56.4,34.6,1053.0,256.15,0,Normal
2026-03-04 16:45:00,392.3,6.49,12.07,935.6,23.2,60.0,33.5,1058.6,240.69,0,Normal
2026-03-04 17:00:00,392.2,6.67,12.29,994.9,24.2,63.5,35.0,1065.2,242.7,0,Normal
2026-03-04 17:15:00,351.8,6.62,12.85,805.6,23.2,57.9,33.1,1035.4,200.97,0,Normal
2026-03-04 17:30:00,325.7,7.09,12.5,732.1,23.6,68.4,33.4,1040.4,198.51,0,Normal
2026-03-04 17:45:00,352.6,6.77,11.99,808.7,21.3,62.6,32.4,1039.2,210.77,0,Normal
2026-03-04 18:00:00,335.7,6.44,11.98,828.2,22.8,64.9,32.2,1027.2,189.21,0,Normal
2026-03-04 18:15:00,299.9,7.36,12.24,747.9,23.7,63.3,32.8,1006.8,169.65,0,Normal
2026-03-04 18:30:00,342.4,6.72,12.18,808.9,20.7,57.9,32.7,1006.1,207.92,0,Normal
2026-03-04 18:45:00,304.2,6.97,12.38,747.2,20.9,72.4,33.9,1057.9,180.37,0,Normal
2026-03-04 19:00:00,326.3,6.49,12.14,817.9,20.8,73.1,33.5,1039.6,208.43,0,Normal
2026-03-04 19:15:00,340.5,6.83,12.55,861.9,18.7,70.3,30.6,972.1,198.94,0,Normal
2026-03-04 19:30:00,319.2,6.81,12.12,759.8,19.1,72.9,32.1,1026.1,182.9,0,Normal
2026-03-04 19:45:00,331.4,6.04,11.46,737.7,18.3,75.9,31.3,996.0,193.7,0,Normal
2026-03-04 20:00:00,307.1,7.41,12.63,716.5,17.9,68.7,32.5,1019.4,179.62,0,Normal
2026-03-04 20:15:00,315.1,7.15,12.3,745.5,16.1,74.0,30.7,991.9,173.84,0,Normal
2026-03-04 20:30:00,314.9,6.56,12.07,749.2,16.9,80.4,31.1,984.0,175.0,0,Normal
2026-03-04 20:45:00,301.3,6.31,11.4,718.5,17.1,73.2,31.6,1022.7,181.85,0,Normal
2026-03-04 21:00:00,315.6,6.82,12.15,785.4,18.2,80.3,32.1,998.1,191.3,0,Normal
2026-03-04 21:15:00,281.3,6.73,11.84,706.9,17.0,74.6,32.8,1035.6,171.3,0,Normal
2026-03-04 21:30:00,307.7,6.82,12.38,734.2,18.5,82.7,32.3,1037.0,192.74,0,Normal
2026-03-04 21:45:00,312.9,6.77,12.64,778.4,15.0,81.5,30.1,947.6,173.62,0,Normal
2026-03-04 22:00:00,313.6,6.88,11.98,761.6,15.9,75.9,29.5,949.6,189.79,0,Normal
2026-03-04 22:15:00,314.0,7.21,12.17,755.1,15.0,87.6,31.7,1019.4,174.41,0,Normal
2026-03-04 22:30:00,318.5,6.9,12.3,787.0,17.4,80.5,31.8,1021.9,177.23,0,Normal
2026-03-04 22:45:00,332.0,6.33,11.8,798.6,15.0,80.7,30.1,963.8,175.72,0,Normal
2026-03-04 23:00:00,341.9,7.18,12.72,871.9,15.0,85.1,32.5,1008.0,196.54,0,Normal
2026-03-04 23:15:00,303.8,7.27,12.57,693.1,15.0,89.2,32.4,1031.4,173.29,0,Normal
2026-03-04 23:30:00,289.9,7.8,13.13,682.9,15.0,80.8,31.2,1008.3,169.11,0,Normal
2026-03-04 23:45:00,293.9,6.31,11.79,702.3,15.0,85.2,32.7,1004.7,176.55,0,Normal
2026-03-05 00:00:00,307.8,6.79,12.46,749.8,15.0,86.7,32.2,994.6,170.89,0,Normal
2026-03-05 00:15:00,311.2,5.97,10.9,778.6,15.0,87.7,31.1,992.2,178.5,0,Normal
2026-03-05 00:30:00,300.8,6.89,12.2,721.2,15.0,85.5,30.8,990.8,169.32,0,Normal
2026-03-05 00:45:00,287.6,6.51,11.94,654.7,16.5,83.1,32.7,1019.0,156.28,0,Normal
2026-03-05 01:00:00,308.6,7.37,12.56,761.7,15.2,81.0,31.6,1010.5,170.0,0,Normal
2026-03-05 01:15:00,324.5,6.43,12.31,797.8,15.0,84.3,31.6,989.4,183.43,0,Normal
2026-03-05 01:30:00,334.9,6.11,11.42,755.2,15.0,79.2,30.4,942.0,204.54,0,Normal
2026-03-05 01:45:00,306.1,6.54,11.94,734.5,15.1,71.3,31.0,979.9,178.39,0,Normal
2026-03-05 02:00:00,309.7,6.01,11.57,703.5,15.0,84.1,30.9,984.7,185.32,0,Normal
2026-03-05 02:15:00,296.8,6.96,12.21,695.8,17.7,85.2,32.7,1018.8,162.76,0,Normal
2026-03-05 02:30:00,319.2,5.98,10.95,743.5,17.0,71.4,32.5,1002.1,199.72,0,Normal
2026-03-05 02:45:00,298.8,6.71,12.0,737.3,15.0,76.0,30.3,944.2,180.88,0,Normal
2026-03-05 03:00:00,334.3,5.97,11.7,805.3,15.0,81.6,30.0,957.7,176.06,0,Normal
2026-03-05 03:15:00,275.4,6.59,11.85,628.7,18.4,86.4,32.4,1029.3,156.57,0,Normal
2026-03-05 03:30:00,311.0,7.28,12.49,768.4,16.7,77.3,32.5,1037.0,185.64,0,Normal
2026-03-05 03:45:00,327.5,6.83,12.51,750.2,19.1,73.2,32.7,1040.2,198.29,0,Normal
2026-03-05 04:00:00,324.6,6.4,11.76,787.3,15.4,74.3,30.7,968.9,181.86,0,Normal
2026-03-05 04:15:00,387.3,6.69,12.14,909.2,17.3,79.3,31.7,985.2,223.35,0,Normal
2026-03-05 04:30:00,328.7,6.71,12.2,779.8,18.8,70.1,32.4,1024.8,188.75,0,Normal
2026-03-05 04:45:00,294.9,6.87,12.45,720.4,19.3,68.2,31.5,1006.4,171.7,0,Normal
2026-03-05 05:00:00,317.6,6.22,12.25,775.3,19.1,68.2,32.3,1020.7,197.53,0,Normal
2026-03-05 05:15:00,275.6,6.91,12.47,694.8,21.3,65.1,32.2,982.0,155.04,0,Normal
2026-03-05 05:30:00,318.0,5.75,11.48,761.1,19.3,68.1,31.4,982.3,195.01,0,Normal
2026-03-05 05:45:00,299.2,6.48,11.75,725.7,21.2,72.8,32.9,1026.2,171.55,0,Normal
2026-03-05 06:00:00,342.9,6.53,11.76,812.0,22.2,66.3,33.0,1036.5,197.19,0,Normal
2026-03-05 06:15:00,323.3,6.92,12.38,780.4,23.3,62.7,33.5,1051.2,199.11,0,Normal
2026-03-05 06:30:00,351.0,6.71,12.24,853.4,24.2,61.2,34.0,1052.4,218.58,0,Normal
2026-03-05 06:45:00,354.8,6.21,11.45,849.1,22.0,54.8,29.3,955.4,207.82,0,Normal
2026-03-05 07:00:00,430.8,6.36,11.97,988.7,21.9,63.4,32.3,1015.2,243.77,0,Normal
2026-03-05 07:15:00,395.5,6.77,12.46,957.6,26.6,58.3,34.3,1068.6,235.32,0,Normal
2026-03-05 07:30:00,465.3,6.67,12.49,1125.9,25.8,56.6,35.3,1084.1,292.06,0,Normal
2026-03-05 07:45:00,455.3,6.5,12.33,1075.8,24.6,68.9,33.7,1046.3,274.24,0,Normal
2026-03-05 08:00:00,462.1,6.53,12.33,1076.8,28.6,56.2,35.5,1078.9,276.08,0,Normal
2026-03-05 08:15:00,473.7,6.94,12.56,1173.7,26.9,50.9,35.4,1081.7,293.37,0,Normal
2026-03-05 08:30:00,488.1,6.52,12.17,1183.8,28.9,51.1,34.1,1059.6,289.17,0,Normal
2026-03-05 08:45:00,443.2,6.67,12.06,1058.0,27.7,56.4,35.3,1082.9,286.2,0,Normal
2026-03-05 09:00:00,496.9,7.46,13.7,1164.1,31.1,51.3,35.5,1088.1,314.46,0,Normal
2026-03-05 09:15:00,536.6,6.2,12.08,1267.3,31.0,44.2,35.1,1094.7,335.16,0,Normal
2026-03-05 09:30:00,525.0,6.05,11.85,1292.7,28.4,52.8,34.3,1062.5,331.44,0,Normal
2026-03-05 09:45:00,501.1,6.97,12.54,1206.0,30.5,45.7,34.8,1058.6,304.44,0,Normal
2026-03-05 10:00:00,543.9,6.46,13.08,1291.5,30.3,55.2,36.0,1107.3,343.9,0,Normal
2026-03-05 10:15:00,595.8,6.59,12.31,1442.6,31.7,51.4,36.0,1073.5,381.21,0,Normal
2026-03-05 10:30:00,591.4,6.43,12.3,1399.0,28.4,44.7,35.2,1061.5,365.63,0,Normal
2026-03-05 10:45:00,564.7,6.61,12.64,1392.7,31.1,51.2,36.0,1099.0,347.94,0,Normal
2026-03-05 11:00:00,594.9,7.26,13.4,1461.6,31.8,46.0,34.7,1073.8,345.25,0,Normal
2026-03-05 11:15:00,565.8,6.98,13.15,1346.4,27.7,48.8,34.7,1047.0,341.94,0,Normal
2026-03-05 11:30:00,535.2,7.0,13.32,1268.7,28.7,47.1,35.5,1078.0,334.34,0,Normal
2026-03-05 11:45:00,556.3,6.2,12.24,1269.7,27.4,41.7,33.0,1020.2,340.07,0,Normal
2026-03-05 12:00:00,619.1,6.3,12.07,1448.7,30.1,42.4,35.7,1080.5,387.86,0,Normal
2026-03-05 12:15:00,572.6,5.71,11.59,1340.7,31.6,49.2,36.0,1108.2,354.97,0,Normal
2026-03-05 12:30:00,571.7,6.42,12.44,1375.4,32.7,43.8,36.0,1104.6,339.47,0,Normal
2026-03-05 12:45:00,567.5,7.03,13.49,1353.9,30.4,43.8,34.9,1069.4,340.28,0,Normal
2026-03-05 13:00:00,618.7,6.88,12.57,1451.4,32.7,41.9,35.2,1067.9,375.25,0,Normal
2026-03-05 13:15:00,606.9,6.62,12.94,1449.4,28.0,47.8,34.1,1033.4,363.88,0,Normal
2026-03-05 13:30:00,615.7,6.69,12.77,1490.3,27.3,54.8,35.8,960.1,520.56,1,refrigerant_leak
2026-03-05 13:45:00,549.2,6.46,12.57,1331.3,29.5,42.8,33.3,1043.8,344.18,0,Normal
2026-03-05 14:00:00,552.6,6.77,12.65,1278.6,29.9,47.8,33.6,1032.6,485.66,1,power_surge
2026-03-05 14:15:00,498.3,6.97,12.55,1192.6,29.0,54.0,35.5,1093.0,303.26,0,Normal
2026-03-05 14:30:00,563.2,6.13,12.25,1317.1,25.6,48.8,33.1,1030.4,335.35,0,Normal
2026-03-05 14:45:00,486.3,6.8,12.74,1189.6,28.3,51.8,34.9,1065.3,296.9,0,Normal
2026-03-05 15:00:00,509.3,7.03,13.09,1241.8,26.1,46.6,34.2,1062.0,299.47,0,Normal
2026-03-05 15:15:00,464.0,6.55,12.28,1091.1,28.6,53.5,34.7,1055.2,283.7,0,Normal
2026-03-05 15:30:00,463.6,6.95,12.52,1093.4,27.7,52.1,33.1,1027.4,278.35,0,Normal
2026-03-05 15:45:00,443.5,7.69,12.98,1052.9,25.3,57.8,35.7,1088.4,271.21,0,Normal
2026-03-05 16:00:00,434.8,6.66,12.54,987.2,25.5,59.7,33.4,1031.6,263.53,0,Normal
2026-03-05 16:15:00,421.5,6.84,12.59,1020.0,24.2,66.5,33.4,1047.1,254.42,0,Normal
2026-03-05 16:30:00,405.8,6.44,11.81,967.1,25.2,59.7,35.0,1100.1,234.39,0,Normal
2026-03-05 16:45:00,424.4,6.76,12.28,1042.8,26.2,59.9,34.3,1045.2,261.31,0,Normal
2026-03-05 17:00:00,359.7,6.86,12.26,835.8,22.7,60.6,33.0,1005.0,207.69,0,Normal
2026-03-05 17:15:00,376.2,6.77,11.95,887.5,24.4,59.7,34.1,1024.1,366.76,1,power_surge
2026-03-05 17:30:00,384.4,6.34,11.71,884.9,22.3,63.7,34.0,1048.9,223.78,0,Normal
2026-03-05 17:45:00,324.2,6.77,11.94,752.9,21.4,62.5,32.3,1005.6,193.89,0,Normal
2026-03-05 18:00:00,302.1,7.21,12.51,695.4,21.8,65.7,34.3,1060.5,179.52,0,Normal
2026-03-05 18:15:00,314.2,6.86,12.1,779.1,19.9,71.6,31.0,987.8,167.21,0,Normal
2026-03-05 18:30:00,349.5,7.04,12.13,821.3,20.1,63.6,32.7,999.5,209.44,0,Normal
2026-03-05 18:45:00,324.9,6.62,12.57,782.8,18.5,73.5,31.6,971.1,177.53,0,Normal
2026-03-05 19:00:00,306.7,6.96,12.69,726.6,22.7,75.4,35.4,1084.9,188.67,0,Normal
2026-03-05 19:15:00,332.1,6.8,12.07,765.3,19.3,71.0,32.5,1020.4,197.29,0,Normal
2026-03-05 19:30:00,292.4,6.37,11.82,697.7,17.7,64.2,30.6,970.6,175.42,0,Normal
2026-03-05 19:45:00,337.0,6.81,12.39,823.9,18.6,71.4,32.6,996.0,212.82,0,Normal
2026-03-05 20:00:00,330.2,6.35,12.11,762.3,17.6,80.2,33.0,1037.5,186.17,0,Normal
2026-03-05 20:15:00,312.3,6.48,11.7,769.8,16.9,76.0,32.2,1031.8,183.47,0,Normal
2026-03-05 20:30:00,299.0,6.77,12.44,696.4,17.7,73.2,31.0,991.0,170.07,0,Normal
2026-03-05 20:45:00,297.8,6.8,12.06,702.7,17.5,76.2,31.6,986.6,176.43,0,Normal
2026-03-05 21:00:00,333.4,6.28,11.42,813.4,15.2,82.5,31.4,996.5,196.34,0,Normal
2026-03-05 21:15:00,350.7,2.33,12.75,825.2,15.0,82.2,31.3,972.3,199.17,1,sensor_drift
2026-03-05 21:30:00,304.1,6.9,12.63,730.7,15.0,79.9,31.7,1018.3,173.18,0,Normal
2026-03-05 21:45:00,331.5,6.45,12.56,787.6,15.0,80.2,29.6,956.6,178.78,0,Normal
2026-03-05 22:00:00,267.8,6.16,11.2,646.0,15.0,80.8,31.5,970.2,164.63,0,Normal
2026-03-05 22:15:00,305.4,6.65,12.23,673.4,16.4,79.2,31.5,992.7,181.17,0,Normal
2026-03-05 22:30:00,319.2,6.54,11.88,720.4,16.6,89.9,32.0,1015.0,306.86,1,power_surge
2026-03-05 22:45:00,297.3,6.74,12.33,728.8,15.0,82.6,30.8,976.5,168.21,0,Normal
2026-03-05 23:00:00,296.6,6.57,11.6,737.7,15.0,89.2,31.7,997.7,167.86,0,Normal
2026-03-05 23:15:00,303.3,6.0,11.09,705.2,15.0,90.7,29.1,927.8,163.22,0,Normal
2026-03-05 23:30:00,327.3,6.56,11.82,779.4,18.2,88.8,32.7,1032.2,196.77,0,Normal
2026-03-05 23:45:00,315.3,6.59,12.04,764.1,15.2,83.2,30.8,972.4,173.22,0,Normal
2026-03-06 00:00:00,264.0,6.92,12.09,651.0,15.0,86.6,32.1,977.9,169.01,0,Normal
2026-03-06 00:15:00,267.0,6.46,11.95,590.1,15.0,84.9,30.9,847.2,264.1,1,refrigerant_leak
2026-03-06 00:30:00,304.8,7.29,12.95,709.4,15.0,81.2,31.1,1002.8,176.61,0,Normal
2026-03-06 00:45:00,331.4,6.03,11.64,787.1,15.0,85.9,32.9,1020.6,210.74,0,Normal
2026-03-06 01:00:00,251.3,7.16,12.87,620.7,15.0,79.6,31.9,1032.2,150.66,0,Normal
2026-03-06 01:15:00,307.5,6.62,12.14,800.5,15.0,88.7,32.6,1026.6,183.0,0,Normal
2026-03-06 01:30:00,306.8,7.0,12.11,730.7,15.0,81.6,30.9,989.0,168.06,0,Normal
2026-03-06 01:45:00,354.7,6.73,12.58,816.1,15.0,83.7,31.9,1003.6,196.03,0,Normal
2026-03-06 02:00:00,310.4,7.1,12.37,755.0,17.2,83.5,32.2,1011.6,187.26,0,Normal
